name,category,spec,price,code,description,availability,image,published
Round Work Potli,"Gift Boxes, Trays, Bags & Baskets",7 × 8 × 5 in ₹100 · per piece,100,1511,"Round Work Potli, 7 × 8 × 5 in, at ₹100 per piece.",in_stock,/img/products/1511.webp,yes
Fancy Work Potli,"Gift Boxes, Trays, Bags & Baskets",8 × 9 in ₹120 · per piece,120,1512,"Fancy Work Potli, 8 × 9 in, at ₹120 per piece.",in_stock,/img/products/1512.webp,yes
Coin Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft · packet of 10,100,401,"Coin Lardi, 5 ft, sold in packets of 10 at ₹100 a packet.",in_stock,/img/products/401.webp,yes
Tissue Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,3 ft · packet of 10,120,402,"Tissue Lardi, 3 ft, sold in packets of 10 at ₹120 a packet.",in_stock,/img/products/402.webp,yes
Coin Bell Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,2.3 ft · packet of 10,180,403,"Coin Bell Lardi, 2.3 ft, sold in packets of 10 at ₹180 a packet.",in_stock,/img/products/403.webp,yes
Rajni Gendu,Rajasthani & Haldi-Mehndi-Mayra Décor,1 ft · packet of 30,195,404,"Rajni Gendu, 1 ft, sold in packets of 30 at ₹195 a packet.",in_stock,/img/products/404.webp,yes
Small Pom Pom Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,10 cm · packet of 10,200,405,"Small Pom Pom Lardi, 10 cm, sold in packets of 10 at ₹200 a packet.",in_stock,/img/products/405.webp|/img/products/405-2.webp|/img/products/405-3.webp|/img/products/405-4.webp,yes
Pompom Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft · packet of 10,300,406,"Pompom Lardi, 5 ft, sold in packets of 10 at ₹300 a packet.",in_stock,/img/products/406.webp|/img/products/406-2.webp,yes
Rajni Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,4 ft · packet of 10,225,407,"Rajni Lardi, 4 ft, sold in packets of 10 at ₹225 a packet.",in_stock,/img/products/407.webp,yes
Net Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,6 ft · packet of 10,350,408,"Net Lardi, 6 ft, sold in packets of 10 at ₹350 a packet.",in_stock,/img/products/408.webp|/img/products/408-2.webp,yes
Mogra Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft ₹600 · 2 ft ₹350 · per packet,350,409,"Mogra lardi in two lengths, sold by the packet: 5 feet ₹600, 2 feet ₹350.",in_stock,/img/products/409.webp,yes
Mogra Chakri Tassal,Rajasthani & Haldi-Mehndi-Mayra Décor,3.6 ft ₹50 · per piece,50,410,"Mogra Chakri Tassal, 3.6 ft, at ₹50 per piece.",in_stock,/img/products/410.webp|/img/products/410-2.webp|/img/products/410-3.webp|/img/products/410-4.webp,yes
Parrot Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹50 · per piece,50,411,"Parrot Lardi, 2 ft, at ₹50 per piece.",in_stock,/img/products/411.webp,yes
Ball Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5.3 ft · packet of 10,500,412,"Ball Lardi, 5.3 ft, sold in packets of 10 at ₹500 a packet.",in_stock,/img/products/412.webp,yes
Foam Flower Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft · packet of 10,600,413,"Foam Flower Lardi, 5 ft, sold in packets of 10 at ₹600 a packet.",in_stock,/img/products/413.webp,yes
