name,category,spec,price,code,description,availability,image,published
Bright Lycra,"Backdrops, Wall Panels & Cloths",5 ft wide (88 fold) · 22GJ ₹22/m · 26GJ ₹30/m,22,3300,"Bright lycra by the metre, 5 feet wide (88 fold), in twenty shades including R-Blue, Champai, Sea Green, Sky Blue, Firoz, Pink, H-Pink, Peach, Gold, Sona Gold, F-Fanta, Off White, Maroon, Green, Lemon, Red and White. Two qualities: 22GJ at ₹22 a metre, 26GJ at ₹30. Message us on WhatsApp for the shades in stock.",in_stock,/img/products/3300.webp|/img/products/3300-2.webp|/img/products/3300-3.webp|/img/products/3300-4.webp|/img/products/3300-5.webp|/img/products/3300-6.webp|/img/products/3300-7.webp|/img/products/3300-8.webp|/img/products/3300-9.webp|/img/products/3300-10.webp|/img/products/3300-11.webp|/img/products/3300-12.webp|/img/products/3300-13.webp|/img/products/3300-14.webp,yes
Green Grass Cloth,"Backdrops, Wall Panels & Cloths",Sold per metre,145,3301,"Grass-textured cloth, sold by the metre.",in_stock,/img/products/3301.webp,yes
Haldi Theme Cloth,"Backdrops, Wall Panels & Cloths",Sold per metre,170,3302,"Checked haldi-theme cloth, sold by the metre.",in_stock,/img/products/3302.webp,yes
Velvet Panel Kamal,"Backdrops, Wall Panels & Cloths",Sold per metre,235,3303,"Velvet panel in the kamal pattern, sold by the metre.",in_stock,/img/products/3303.webp,yes
Velvet Jhaler,"Backdrops, Wall Panels & Cloths",Sold per metre,250,3304,"Velvet jhaler panel, sold by the metre.",in_stock,/img/products/3304.webp,yes
Velvet Jhaler (Second Design),"Backdrops, Wall Panels & Cloths",Sold per metre,250,3305,"Velvet jhaler panel in a second colourway, sold by the metre.",in_stock,/img/products/3305.webp,yes
Velvet Panel,"Backdrops, Wall Panels & Cloths",Sold per metre,300,3306,"Plain velvet panel, sold by the metre.",in_stock,/img/products/3306.webp,yes
Jari Kamal,"Backdrops, Wall Panels & Cloths",Sold per metre,350,3307,"Jari kamal worked cloth, sold by the metre.",in_stock,/img/products/3307.webp,yes
Taiwan Panel Cobra Box,"Backdrops, Wall Panels & Cloths",Sold per metre,395,3308,"Taiwan panel in the cobra box pattern, sold by the metre.",in_stock,/img/products/3308.webp,yes
Working Cloth,"Backdrops, Wall Panels & Cloths",Sold per metre,850,3309,"Embroidered working cloth, sold by the metre.",in_stock,/img/products/3309.webp,yes
Taiwan Panel Haldi,Rajasthani & Haldi-Mehndi-Mayra Décor,2 × 4 feet,,3310,"Taiwan panel with haldi lettering, 2 × 4 feet.",in_stock,/img/products/3310.webp,yes
Bright Lycra 9mm Latkan,"Backdrops, Wall Panels & Cloths",Sold per metre,125,3311,"Bright lycra with 9 mm sequin latkan, sold by the metre.",in_stock,/img/products/3311.webp|/img/products/3311-2.webp|/img/products/3311-3.webp,yes
Butterfly Net,"Backdrops, Wall Panels & Cloths",Sold per metre,65,3312,"Butterfly-worked net, sold by the metre, in a range of shades.",in_stock,/img/products/3312.webp|/img/products/3312-2.webp|/img/products/3312-3.webp|/img/products/3312-4.webp|/img/products/3312-5.webp|/img/products/3312-6.webp|/img/products/3312-7.webp|/img/products/3312-8.webp,yes
Taiwan Ribbon Panel,"Backdrops, Wall Panels & Cloths",Sold per metre,375,3313,"Taiwan ribbon panel, sold by the metre.",in_stock,/img/products/3313.webp,yes
Selfie Panel Talwar,"Backdrops, Wall Panels & Cloths",4 feet work · sold per metre,270,3314,"Selfie panel, talwar cut, 4 feet work, sold by the metre.",in_stock,/img/products/3314.webp|/img/products/3314-2.webp|/img/products/3314-3.webp|/img/products/3314-4.webp,yes
Selfie Panel Square,"Backdrops, Wall Panels & Cloths",4 feet work · sold per metre,240,3315,"Selfie panel, square cut, 4 feet work, sold by the metre.",in_stock,/img/products/3315.webp|/img/products/3315-2.webp,yes
Micro Print,"Backdrops, Wall Panels & Cloths",3.33 ft wide · sold per metre,20,3316,"Micro print cloth, 3.33 feet wide, sold by the metre.",in_stock,/img/products/3316.webp,yes
Roto Foil,"Backdrops, Wall Panels & Cloths",3.33 ft wide · sold per metre,24,3317,"Roto foil cloth, 3.33 feet wide, sold by the metre.",in_stock,/img/products/3317.webp,yes
Rainbow Galaxy Butta,"Backdrops, Wall Panels & Cloths",5 ft wide · sold per metre,35,3318,"Rainbow galaxy butta cloth, 5 feet wide, sold by the metre.",in_stock,/img/products/3318.webp,yes
Galaxy Butta,"Backdrops, Wall Panels & Cloths",5 ft wide · sold per metre,25,3319,"Galaxy butta cloth, 5 feet wide, sold by the metre.",in_stock,/img/products/3319.webp,yes
Running Wall,"Backdrops, Wall Panels & Cloths",10 ft wide · sold per metre,230,3320,"Running wall cloth, 10 feet wide, sold by the metre.",in_stock,/img/products/3320.webp,yes
Taiwan Print,"Backdrops, Wall Panels & Cloths",5 ft wide · sold per metre,39,3321,"Taiwan print cloth, 5 feet wide, sold by the metre.",in_stock,/img/products/3321.webp,yes
Chindi,"Backdrops, Wall Panels & Cloths",Sold per kilogram,90,3322,"Mixed cloth chindi, sold by the kilogram.",in_stock,/img/products/3322.webp,yes
Bell,Festive & Puja Items,4 cm ₹2.50 · 7 cm ₹5 · 10 cm ₹10 · 15 cm ₹50 · 20 cm ₹85 · 22 cm ₹100,2.5,501,"Brass-finish bells in six sizes, sold per piece: 4 cm ₹2.50, 7 cm ₹5, 10 cm ₹10, 15 cm ₹50, 20 cm ₹85 and 22 cm ₹100.",in_stock,/img/products/501.webp|/img/products/501-2.webp,yes
Mirror Ball,Mirror Décor,4 in ₹90 · 6 in ₹180 · 8 in ₹380 · 12 in ₹900,90,502,"Hanging mirror balls in four sizes, sold per piece: 4 inch ₹90, 6 inch ₹180, 8 inch ₹380 and 12 inch ₹900. The 8 and 12 inch come box-packed.",in_stock,/img/products/502.webp|/img/products/502-2.webp,yes
Fish Ball,Pots & Vases,11 cm · per piece,45,503,"Hanging glass fish ball, 11 cm, sold per piece.",in_stock,/img/products/503.webp|/img/products/503-2.webp,yes
Bulb — Warm White,Lights & Lighting Décor,Per piece,15,507,"Warm white bulb, sold per piece.",in_stock,/img/products/507.webp,yes
Colour Bulb,Lights & Lighting Décor,Per piece,20,508,"Coloured bulbs, sold per piece.",in_stock,/img/products/508.webp,yes
Bulb Holder,Lights & Lighting Décor,Per piece,10,509,"Bulb holder, sold per piece.",in_stock,/img/products/509.webp,yes
Haldi Mehendi Letters,Rajasthani & Haldi-Mehndi-Mayra Décor,60 × 20 cm ₹260 · 80 × 25 cm ₹450,260,510,"Haldi and mehendi lettering in two sizes, sold per piece: 60 × 20 cm at ₹260 and 80 × 25 cm at ₹450.",in_stock,/img/products/510.webp|/img/products/510-2.webp,yes
Big Dry Taal Pata,Artificial Flowers & Greenery,100 cm · per piece,150,512,"Large dried taal pata fan, 100 cm, sold per piece.",in_stock,/img/products/512.webp|/img/products/512-2.webp|/img/products/512-3.webp|/img/products/512-4.webp|/img/products/512-5.webp|/img/products/512-6.webp,yes
Dry Pompas,Artificial Flowers & Greenery,80 cm · per piece,10,513,"Dried pampas stems, 80 cm, sold per piece.",in_stock,/img/products/513.webp|/img/products/513-2.webp|/img/products/513-3.webp|/img/products/513-4.webp,yes
Fancy Pompas,Artificial Flowers & Greenery,47 cm · per packet,210,514,"Fancy pampas, 47 cm, sold by the packet.",in_stock,/img/products/514.webp,yes
Haldi Top,Rajasthani & Haldi-Mehndi-Mayra Décor,4 feet · per top,6500,515,"Decorated haldi top, 4 feet, sold per top.",in_stock,/img/products/515.webp,yes
Bada Shagun Chair,Sofa & Chair,Per piece,1200,,Bada shagun chair.,in_stock,/img/products/ex5-p11.webp,yes
Sofa (2 Seater),Sofa & Chair,Two-seater,6500,,Two-seater sofa.,in_stock,/img/products/ex5-p12.webp,yes
"White Dewana (Mango Wood, Iron Base)",Sofa & Chair,"Mango wood, iron base",14500,,White dewana in mango wood on an iron base.,in_stock,/img/products/ex5-p13.webp,yes
"Dewana (Mango Wood, Iron Base) — Design 1",Sofa & Chair,"Mango wood, iron base",14500,,Dewana in mango wood on an iron base.,in_stock,/img/products/ex5-p14.webp,yes
"Dewana (Mango Wood, Iron Base) — Design 2",Sofa & Chair,"Mango wood, iron base",15500,,Dewana in mango wood on an iron base.,in_stock,/img/products/ex5-p15.webp,yes
Blue Dewana (Sagwan Wood),Sofa & Chair,Sagwan wood,17500,,Blue dewana in sagwan wood.,in_stock,/img/products/ex5-p16.webp,yes
Bedi Chair,Sofa & Chair,Sold per pair,19000,,"Bedi chairs, sold as a pair.",in_stock,/img/products/ex5-p17.webp|/img/products/ex5-p17-2.webp|/img/products/ex5-p17-3.webp,yes
Round Table,Sofa & Chair,Per piece,3000,,Round table.,in_stock,/img/products/ex5-p18.webp,yes
70W LED Light,Lights & Lighting Décor,White / warm white,460,,70 watt LED flood light in white and warm white.,in_stock,/img/products/ex5-p19.webp,yes
120W LED Light,Lights & Lighting Décor,White / warm white,500,,120 watt LED flood light in white and warm white.,in_stock,/img/products/ex5-p20.webp,yes
120W LED Light — Colour,Lights & Lighting Décor,Pink / blue / green,600,,"120 watt LED flood light in pink, blue and green.",in_stock,/img/products/ex5-p21.webp,yes
240W LED Light,Lights & Lighting Décor,White / warm white,950,,240 watt LED flood light in white and warm white.,in_stock,/img/products/ex5-p22.webp,yes
Par Light,Lights & Lighting Décor,Per piece,780,,"Stage par light, available at the showroom.",in_stock,/img/products/ex5-p23.webp,yes
Hexagon Mirror,Mirror Décor,2 × 2 feet · per piece,1200,3801,"Hexagon mirror panel, 2 × 2 feet, sold per piece.",in_stock,/img/products/3801.webp|/img/products/3801-2.webp,yes
Mirror Wall,Mirror Décor,4 × 8 feet · per piece,14200,3802,"Mirror wall panel, 4 × 8 feet, sold per piece.",in_stock,/img/products/3802.webp|/img/products/3802-2.webp,yes
Kobe Spray,Packing & Bouquet Accessories,400 ml can · per piece,200,2311,"Kobe spray paint in a 400 ml can, at ₹200 per piece.",in_stock,/img/products/2311.webp,yes
Crock Light,Lights & Lighting Décor,Per piece,25,2312,"Crock light, at ₹25 per piece.",in_stock,/img/products/2312.webp|/img/products/2312-2.webp,yes
LED Diya,Lamps & Diyas,Packet of 10 · per packet,120,2313,"LED diyas, sold in packets of 10 at ₹120 a packet.",in_stock,/img/products/2313.webp|/img/products/2313-2.webp,yes
"Dry Fruit Tray (Bandej, 18 × 6 in)","Gift Boxes, Trays, Bags & Baskets",18 × 6 in ₹90,90,1101,"Dry Fruit Tray (Bandej, 18 × 6 in), 18 × 6 in, at ₹90 per piece.",in_stock,/img/products/1101.webp,yes
"Dry Fruit Tray (Bandej, 10 × 10 / 12 × 12 in)","Gift Boxes, Trays, Bags & Baskets",10 × 10 in ₹90 · 12 × 12 in ₹105,90,1102,"Dry Fruit Tray (Bandej, 10 × 10 / 12 × 12 in) in 2 sizes, sold per piece: 10 × 10 in ₹90, 12 × 12 in ₹105.",in_stock,/img/products/1102.webp|/img/products/1102-2.webp|/img/products/1102-3.webp|/img/products/1102-4.webp|/img/products/1102-5.webp,yes
"Dry Fruit Tray (Bandej, 10 × 14 in)","Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹125,125,1103,"Dry Fruit Tray (Bandej, 10 × 14 in), 10 × 14 in, at ₹125 per piece.",in_stock,/img/products/1103.webp|/img/products/1103-2.webp,yes
Dry Fruit Tray (Double Pipe),"Gift Boxes, Trays, Bags & Baskets",12 × 12 in ₹155 · 14 × 14 in ₹170 · 12 × 16 in ₹190,155,1104,"Dry Fruit Tray (Double Pipe) in 3 sizes, sold per piece: 12 × 12 in ₹155, 14 × 14 in ₹170, 12 × 16 in ₹190.",in_stock,/img/products/1104.webp|/img/products/1104-2.webp|/img/products/1104-3.webp,yes
Dry Fruit Tray (Golden Lace),"Gift Boxes, Trays, Bags & Baskets",10 × 10 in ₹135 · 12 × 16 in ₹160,135,1105,"Dry Fruit Tray (Golden Lace) in 2 sizes, sold per piece: 10 × 10 in ₹135, 12 × 16 in ₹160.",in_stock,/img/products/1105.webp|/img/products/1105-2.webp,yes
Dry Fruit Tray (Round),"Gift Boxes, Trays, Bags & Baskets",12 in ₹140 · 14 in ₹170,140,1106,"Dry Fruit Tray (Round) in 2 sizes, sold per piece: 12 in ₹140, 14 in ₹170.",in_stock,/img/products/1106.webp,yes
Digital Taper Tray (12 × 12 / 14 × 14 in),"Gift Boxes, Trays, Bags & Baskets",12 × 12 ₹105 · 14 × 14 ₹120,105,1107,"Digital Taper Tray (12 × 12 / 14 × 14 in) in 2 sizes, sold per piece: 12 × 12 ₹105, 14 × 14 ₹120.",in_stock,/img/products/1107.webp|/img/products/1107-2.webp,yes
Rectangle Digital Taper Tray,"Gift Boxes, Trays, Bags & Baskets",16 × 21 in ₹170,170,1108,"Rectangle Digital Taper Tray, 16 × 21 in, at ₹170 per piece.",in_stock,/img/products/1108.webp|/img/products/1108-2.webp|/img/products/1108-3.webp,yes
Digital Taper Tray (14 × 18 in),"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹140,140,1109,"Digital Taper Tray (14 × 18 in), 14 × 18 in, at ₹140 per piece.",in_stock,/img/products/1109.webp|/img/products/1109-2.webp|/img/products/1109-3.webp|/img/products/1109-4.webp|/img/products/1109-5.webp|/img/products/1109-6.webp|/img/products/1109-7.webp,yes
Gate Tray Velvet Cloth,"Gift Boxes, Trays, Bags & Baskets",12 × 18 in ₹155 · 14 × 18 in ₹170,155,1110,"Gate Tray Velvet Cloth in 2 sizes, sold per piece: 12 × 18 in ₹155, 14 × 18 in ₹170.",in_stock,/img/products/1110.webp|/img/products/1110-2.webp|/img/products/1110-3.webp,yes
Wave Tray,"Gift Boxes, Trays, Bags & Baskets",18 × 14 in ₹180,180,1111,"Wave Tray, 18 × 14 in, at ₹180 per piece.",in_stock,/img/products/1111.webp|/img/products/1111-2.webp|/img/products/1111-3.webp|/img/products/1111-4.webp|/img/products/1111-5.webp,yes
S Tray,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹170,170,1112,"S Tray, 14 × 18 in, at ₹170 per piece.",in_stock,/img/products/1112.webp|/img/products/1112-2.webp|/img/products/1112-3.webp,yes
Digital Print Tray,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹170,170,1113,"Digital Print Tray, 14 × 18 in, at ₹170 per piece.",in_stock,/img/products/1113.webp,yes
Printed Rectangle Tray,"Gift Boxes, Trays, Bags & Baskets",10 × 18 in ₹400,400,1114,"Printed Rectangle Tray, 10 × 18 in, at ₹400 per piece.",in_stock,/img/products/1114.webp|/img/products/1114-2.webp,yes
Digital Tray,"Gift Boxes, Trays, Bags & Baskets",14 × 10 in ₹210 · 16 × 12 in ₹235 · 18 × 14 in ₹260,210,1115,"Digital Tray in 3 sizes, sold per piece: 14 × 10 in ₹210, 16 × 12 in ₹235, 18 × 14 in ₹260.",in_stock,/img/products/1115.webp|/img/products/1115-2.webp|/img/products/1115-3.webp,yes
Wave Tray Set,"Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹220 · 12 × 16 in ₹255 · 14 × 18 in ₹290,220,1116,"Wave Tray Set in 3 sizes, sold per piece: 10 × 14 in ₹220, 12 × 16 in ₹255, 14 × 18 in ₹290.",in_stock,/img/products/1116.webp|/img/products/1116-2.webp|/img/products/1116-3.webp|/img/products/1116-4.webp,yes
Lakh Tray,"Gift Boxes, Trays, Bags & Baskets",15 in ₹215,215,1117,"Lakh Tray, 15 in, at ₹215 per piece.",in_stock,/img/products/1117.webp,yes
Silver Tray,"Gift Boxes, Trays, Bags & Baskets",20 × 20 in ₹30,30,1118,"Silver Tray, 20 × 20 in, at ₹30 per piece.",in_stock,/img/products/1118.webp,yes
White Dori Velvet Tokri,"Gift Boxes, Trays, Bags & Baskets",9 in ₹40 · 12 in ₹60,40,1301,"White Dori Velvet Tokri in 2 sizes, sold per piece: 9 in ₹40, 12 in ₹60.",in_stock,/img/products/1301.webp,yes
Mirror Velvet Tokri,"Gift Boxes, Trays, Bags & Baskets",9 in ₹50,50,1302,"Mirror Velvet Tokri, 9 in, at ₹50 per piece.",in_stock,/img/products/1302.webp,yes
Mirror Velvet Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 12 in ₹70,70,1303,"Mirror Velvet Basket, 8 × 12 in, at ₹70 per piece.",in_stock,/img/products/1303.webp,yes
Red Velvet Tokri,"Gift Boxes, Trays, Bags & Baskets",9 in ₹40,40,1304,"Red Velvet Tokri, 9 in, at ₹40 per piece.",in_stock,/img/products/1304.webp,yes
Heart Box,"Gift Boxes, Trays, Bags & Baskets",9 cm ₹35,35,1305,"Heart Box, 9 cm, at ₹35 per piece.",in_stock,/img/products/1305.webp,yes
Oasis Round Gift Box,"Gift Boxes, Trays, Bags & Baskets",11.5 × 13.5 in ₹160 · 13 × 16 in ₹185 · 14.5 × 18.5 in ₹210,160,1306,"Oasis Round Gift Box in 3 sizes, sold per piece: 11.5 × 13.5 in ₹160, 13 × 16 in ₹185, 14.5 × 18.5 in ₹210.",in_stock,/img/products/1306.webp,yes
Oasis Square Gift Box,"Gift Boxes, Trays, Bags & Baskets",11.5 × 13.5 in ₹160 · 13 × 16 in ₹185 · 14.5 × 18.5 in ₹210,160,1307,"Oasis Square Gift Box in 3 sizes, sold per piece: 11.5 × 13.5 in ₹160, 13 × 16 in ₹185, 14.5 × 18.5 in ₹210.",in_stock,/img/products/1307.webp|/img/products/1307-2.webp,yes
Oasis Balti,"Gift Boxes, Trays, Bags & Baskets",5 × 5 × 7 in ₹225,225,1308,"Oasis Balti, 5 × 5 × 7 in, at ₹225 per piece.",in_stock,/img/products/1308.webp|/img/products/1308-2.webp,yes
Oasis Purse,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹90,90,1309,"Oasis Purse, 5 × 7 in, at ₹90 per piece.",in_stock,/img/products/1309.webp|/img/products/1309-2.webp|/img/products/1309-3.webp,yes
Oasis Handle Bag,"Gift Boxes, Trays, Bags & Baskets",4 × 9 in ₹90,90,1310,"Oasis Handle Bag, 4 × 9 in, at ₹90 per piece.",in_stock,/img/products/1310.webp|/img/products/1310-2.webp|/img/products/1310-3.webp,yes
Pan Cash Box,"Gift Boxes, Trays, Bags & Baskets",8 × 4 in ₹55,55,1311,"Pan Cash Box, 8 × 4 in, at ₹55 per piece.",in_stock,/img/products/1311.webp,yes
Work Cash Box,"Gift Boxes, Trays, Bags & Baskets",8 × 4 in ₹90,90,1312,"Work Cash Box, 8 × 4 in, at ₹90 per piece.",in_stock,/img/products/1312.webp,yes
Blue Box,"Gift Boxes, Trays, Bags & Baskets",8 × 8 × 4 in ₹180,180,1313,"Blue Box, 8 × 8 × 4 in, at ₹180 per piece.",in_stock,/img/products/1313.webp,yes
Meva Box,"Gift Boxes, Trays, Bags & Baskets",8 × 12 in and 10 × 10 in · per piece,170,1314,"Meva Box, 10 × 10 in, at ₹170 per piece.",in_stock,/img/products/1314.webp|/img/products/1314-2.webp,yes
Chinese RT Handle Tray,"Gift Boxes, Trays, Bags & Baskets",12 × 8 in ₹260,260,1316,"Chinese RT Handle Tray, 12 × 8 in, at ₹260 per piece.",in_stock,/img/products/1316.webp,yes
Cane Round Basket,"Gift Boxes, Trays, Bags & Baskets",10 in ₹110 · 12 in ₹125 · 14 in ₹145 · 16 in ₹170 · 18 in ₹195,110,1401,"Cane Round Basket in 5 sizes, sold per piece: 10 in ₹110, 12 in ₹125, 14 in ₹145, 16 in ₹170, 18 in ₹195.",in_stock,/img/products/1401.webp,yes
Round Cane Basket,"Gift Boxes, Trays, Bags & Baskets",5 in ₹50 · 6 in ₹60 · 7 in ₹70,50,1402,"Round Cane Basket in 3 sizes, sold per piece: 5 in ₹50, 6 in ₹60, 7 in ₹70.",in_stock,/img/products/1402.webp,yes
Cane Oval,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹65 · 6 × 9 in ₹80 · 7 × 11 in ₹100 · 9 × 13 in ₹130,65,1403,"Cane Oval in 4 sizes, sold per piece: 5 × 7 in ₹65, 6 × 9 in ₹80, 7 × 11 in ₹100, 9 × 13 in ₹130.",in_stock,/img/products/1403.webp|/img/products/1403-2.webp,yes
Small Cane Balti,"Gift Boxes, Trays, Bags & Baskets",3 × 3 in ₹50,50,1404,"Small Cane Balti, 3 × 3 in, at ₹50 per piece.",in_stock,/img/products/1404.webp,yes
Kasti Handle Basket,"Gift Boxes, Trays, Bags & Baskets",6 × 9 × 12 in ₹140 · 7 × 5 × 9 in ₹105,105,1405,"Kasti Handle Basket in 2 sizes, sold per piece: 6 × 9 × 12 in ₹140, 7 × 5 × 9 in ₹105.",in_stock,/img/products/1405.webp,yes
Round Long Handle Basket,"Gift Boxes, Trays, Bags & Baskets",5 in ₹140 · 6 in ₹160 · 7 in ₹180,140,1406,"Round Long Handle Basket in 3 sizes, sold per piece: 5 in ₹140, 6 in ₹160, 7 in ₹180.",in_stock,/img/products/1406.webp|/img/products/1406-2.webp,yes
Oval Handle Basket,"Gift Boxes, Trays, Bags & Baskets",3.5 × 5 × 2 in ₹100 · 4 × 6.5 × 2.5 in ₹115 · 5 × 7.5 × 3 in ₹130 · 8 × 11 × 3 in ₹120 · 9 × 12 × 3.5 in ₹140,100,1407,"Oval Handle Basket in 5 sizes, sold per piece: 3.5 × 5 × 2 in ₹100, 4 × 6.5 × 2.5 in ₹115, 5 × 7.5 × 3 in ₹130, 8 × 11 × 3 in ₹120, 9 × 12 × 3.5 in ₹140.",in_stock,/img/products/1407.webp|/img/products/1407-2.webp|/img/products/1407-3.webp,yes
Tin Jar (Rose Gold or Golden),"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,50,2500,"Tin Jar (Rose Gold or Golden), a vacuum tin jar holding 200–250 g, at ₹50 per piece.",in_stock,/img/products/2500.webp,yes
Pink Rose Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2501,"Pink Rose Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2501.webp,yes
Rabbit Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2502,"Rabbit Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2502.webp,yes
Lilly Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2503,"Lilly Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2503.webp,yes
Peacock Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2504,"Peacock Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2504.webp,yes
Flower Print Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2505,"Flower Print Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2505.webp,yes
