name,category,spec,price,code,description,availability,image,published
Selfie Panel Talwar,"Backdrops, Wall Panels & Cloths",4 feet work · sold per metre,270,3314,"Selfie panel, talwar cut, 4 feet work, sold by the metre.",in_stock,/img/products/3314.webp|/img/products/3314-2.webp|/img/products/3314-3.webp|/img/products/3314-4.webp,yes
Selfie Panel Square,"Backdrops, Wall Panels & Cloths",4 feet work · sold per metre,240,3315,"Selfie panel, square cut, 4 feet work, sold by the metre.",in_stock,/img/products/3315.webp|/img/products/3315-2.webp,yes
Micro Print,"Backdrops, Wall Panels & Cloths",3.33 ft wide · sold per metre,20,3316,"Micro print cloth, 3.33 feet wide, sold by the metre.",in_stock,/img/products/3316.webp,yes
Roto Foil,"Backdrops, Wall Panels & Cloths",3.33 ft wide · sold per metre,24,3317,"Roto foil cloth, 3.33 feet wide, sold by the metre.",in_stock,/img/products/3317.webp,yes
Rainbow Galaxy Butta,"Backdrops, Wall Panels & Cloths",5 ft wide · sold per metre,35,3318,"Rainbow galaxy butta cloth, 5 feet wide, sold by the metre.",in_stock,/img/products/3318.webp,yes
Galaxy Butta,"Backdrops, Wall Panels & Cloths",5 ft wide · sold per metre,25,3319,"Galaxy butta cloth, 5 feet wide, sold by the metre.",in_stock,/img/products/3319.webp,yes
Running Wall,"Backdrops, Wall Panels & Cloths",10 ft wide · sold per metre,230,3320,"Running wall cloth, 10 feet wide, sold by the metre.",in_stock,/img/products/3320.webp,yes
Taiwan Print,"Backdrops, Wall Panels & Cloths",5 ft wide · sold per metre,39,3321,"Taiwan print cloth, 5 feet wide, sold by the metre.",in_stock,/img/products/3321.webp,yes
Chindi,"Backdrops, Wall Panels & Cloths",Sold per kilogram,90,3322,"Mixed cloth chindi, sold by the kilogram.",in_stock,/img/products/3322.webp,yes
Bell,Festive & Puja Items,4 cm ₹2.50 · 7 cm ₹5 · 10 cm ₹10 · 15 cm ₹50 · 20 cm ₹85 · 22 cm ₹100,2.5,501,"Brass-finish bells in six sizes, sold per piece: 4 cm ₹2.50, 7 cm ₹5, 10 cm ₹10, 15 cm ₹50, 20 cm ₹85 and 22 cm ₹100.",in_stock,/img/products/501.webp|/img/products/501-2.webp,yes
Mirror Ball,Mirror Décor,4 in ₹90 · 6 in ₹180 · 8 in ₹380 · 12 in ₹900,90,502,"Hanging mirror balls in four sizes, sold per piece: 4 inch ₹90, 6 inch ₹180, 8 inch ₹380 and 12 inch ₹900. The 8 and 12 inch come box-packed.",in_stock,/img/products/502.webp|/img/products/502-2.webp,yes
Fish Ball,Pots & Vases,11 cm · per piece,45,503,"Hanging glass fish ball, 11 cm, sold per piece.",in_stock,/img/products/503.webp|/img/products/503-2.webp,yes
Bulb — Warm White,Lights & Lighting Décor,Per piece,15,507,"Warm white bulb, sold per piece.",in_stock,/img/products/507.webp,yes
Colour Bulb,Lights & Lighting Décor,Per piece,20,508,"Coloured bulbs, sold per piece.",in_stock,/img/products/508.webp,yes
Bulb Holder,Lights & Lighting Décor,Per piece,10,509,"Bulb holder, sold per piece.",in_stock,/img/products/509.webp,yes
Haldi Mehendi Letters,Rajasthani & Haldi-Mehndi-Mayra Décor,60 × 20 cm ₹260 · 80 × 25 cm ₹450,260,510,"Haldi and mehendi lettering in two sizes, sold per piece: 60 × 20 cm at ₹260 and 80 × 25 cm at ₹450.",in_stock,/img/products/510.webp|/img/products/510-2.webp,yes
Big Dry Taal Pata,Artificial Flowers & Greenery,100 cm · per piece,150,512,"Large dried taal pata fan, 100 cm, sold per piece.",in_stock,/img/products/512.webp|/img/products/512-2.webp|/img/products/512-3.webp|/img/products/512-4.webp|/img/products/512-5.webp|/img/products/512-6.webp,yes
Dry Pompas,Artificial Flowers & Greenery,80 cm · per piece,10,513,"Dried pampas stems, 80 cm, sold per piece.",in_stock,/img/products/513.webp|/img/products/513-2.webp|/img/products/513-3.webp|/img/products/513-4.webp,yes
Fancy Pompas,Artificial Flowers & Greenery,47 cm · per packet,210,514,"Fancy pampas, 47 cm, sold by the packet.",in_stock,/img/products/514.webp,yes
Haldi Top,Rajasthani & Haldi-Mehndi-Mayra Décor,4 feet · per top,6500,515,"Decorated haldi top, 4 feet, sold per top.",in_stock,/img/products/515.webp,yes
Bada Shagun Chair,Sofa & Chair,Per piece,1200,,Bada shagun chair.,in_stock,/img/products/ex5-p11.webp,yes
Sofa (2 Seater),Sofa & Chair,Two-seater,6500,,Two-seater sofa.,in_stock,/img/products/ex5-p12.webp,yes
"White Dewana (Mango Wood, Iron Base)",Sofa & Chair,"Mango wood, iron base",14500,,White dewana in mango wood on an iron base.,in_stock,/img/products/ex5-p13.webp,yes
"Dewana (Mango Wood, Iron Base) — Design 1",Sofa & Chair,"Mango wood, iron base",14500,,Dewana in mango wood on an iron base.,in_stock,/img/products/ex5-p14.webp,yes
"Dewana (Mango Wood, Iron Base) — Design 2",Sofa & Chair,"Mango wood, iron base",15500,,Dewana in mango wood on an iron base.,in_stock,/img/products/ex5-p15.webp,yes
Blue Dewana (Sagwan Wood),Sofa & Chair,Sagwan wood,17500,,Blue dewana in sagwan wood.,in_stock,/img/products/ex5-p16.webp,yes
Bedi Chair,Sofa & Chair,Sold per pair,19000,,"Bedi chairs, sold as a pair.",in_stock,/img/products/ex5-p17.webp|/img/products/ex5-p17-2.webp|/img/products/ex5-p17-3.webp,yes
Round Table,Sofa & Chair,Per piece,3000,,Round table.,in_stock,/img/products/ex5-p18.webp,yes
70W LED Light,Lights & Lighting Décor,White / warm white,460,,70 watt LED flood light in white and warm white.,in_stock,/img/products/ex5-p19.webp,yes
120W LED Light,Lights & Lighting Décor,White / warm white,500,,120 watt LED flood light in white and warm white.,in_stock,/img/products/ex5-p20.webp,yes
120W LED Light — Colour,Lights & Lighting Décor,Pink / blue / green,600,,"120 watt LED flood light in pink, blue and green.",in_stock,/img/products/ex5-p21.webp,yes
240W LED Light,Lights & Lighting Décor,White / warm white,950,,240 watt LED flood light in white and warm white.,in_stock,/img/products/ex5-p22.webp,yes
Par Light,Lights & Lighting Décor,Per piece,780,,"Stage par light, available at the showroom.",in_stock,/img/products/ex5-p23.webp,yes
Hexagon Mirror,Mirror Décor,2 × 2 feet · per piece,1200,3801,"Hexagon mirror panel, 2 × 2 feet, sold per piece.",in_stock,/img/products/3801.webp|/img/products/3801-2.webp,yes
Mirror Wall,Mirror Décor,4 × 8 feet · per piece,14200,3802,"Mirror wall panel, 4 × 8 feet, sold per piece.",in_stock,/img/products/3802.webp|/img/products/3802-2.webp,yes
