name,category,spec,price,code,description,availability,image,published
Meva Box,"Gift Boxes, Trays, Bags & Baskets",8 × 12 in and 10 × 10 in · per piece,170,1314,"Meva Box, 10 × 10 in, at ₹170 per piece.",in_stock,/img/products/1314.webp|/img/products/1314-2.webp,yes
Chinese RT Handle Tray,"Gift Boxes, Trays, Bags & Baskets",12 × 8 in ₹260,260,1316,"Chinese RT Handle Tray, 12 × 8 in, at ₹260 per piece.",in_stock,/img/products/1316.webp,yes
Cane Round Basket,"Gift Boxes, Trays, Bags & Baskets",10 in ₹110 · 12 in ₹125 · 14 in ₹145 · 16 in ₹170 · 18 in ₹195,110,1401,"Cane Round Basket in 5 sizes, sold per piece: 10 in ₹110, 12 in ₹125, 14 in ₹145, 16 in ₹170, 18 in ₹195.",in_stock,/img/products/1401.webp,yes
Round Cane Basket,"Gift Boxes, Trays, Bags & Baskets",5 in ₹50 · 6 in ₹60 · 7 in ₹70,50,1402,"Round Cane Basket in 3 sizes, sold per piece: 5 in ₹50, 6 in ₹60, 7 in ₹70.",in_stock,/img/products/1402.webp,yes
Cane Oval,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹65 · 6 × 9 in ₹80 · 7 × 11 in ₹100 · 9 × 13 in ₹130,65,1403,"Cane Oval in 4 sizes, sold per piece: 5 × 7 in ₹65, 6 × 9 in ₹80, 7 × 11 in ₹100, 9 × 13 in ₹130.",in_stock,/img/products/1403.webp|/img/products/1403-2.webp,yes
Small Cane Balti,"Gift Boxes, Trays, Bags & Baskets",3 × 3 in ₹50,50,1404,"Small Cane Balti, 3 × 3 in, at ₹50 per piece.",in_stock,/img/products/1404.webp,yes
Kasti Handle Basket,"Gift Boxes, Trays, Bags & Baskets",6 × 9 × 12 in ₹140 · 7 × 5 × 9 in ₹105,105,1405,"Kasti Handle Basket in 2 sizes, sold per piece: 6 × 9 × 12 in ₹140, 7 × 5 × 9 in ₹105.",in_stock,/img/products/1405.webp,yes
Round Long Handle Basket,"Gift Boxes, Trays, Bags & Baskets",5 in ₹140 · 6 in ₹160 · 7 in ₹180,140,1406,"Round Long Handle Basket in 3 sizes, sold per piece: 5 in ₹140, 6 in ₹160, 7 in ₹180.",in_stock,/img/products/1406.webp|/img/products/1406-2.webp,yes
Oval Handle Basket,"Gift Boxes, Trays, Bags & Baskets",3.5 × 5 × 2 in ₹100 · 4 × 6.5 × 2.5 in ₹115 · 5 × 7.5 × 3 in ₹130 · 8 × 11 × 3 in ₹120 · 9 × 12 × 3.5 in ₹140,100,1407,"Oval Handle Basket in 5 sizes, sold per piece: 3.5 × 5 × 2 in ₹100, 4 × 6.5 × 2.5 in ₹115, 5 × 7.5 × 3 in ₹130, 8 × 11 × 3 in ₹120, 9 × 12 × 3.5 in ₹140.",in_stock,/img/products/1407.webp|/img/products/1407-2.webp|/img/products/1407-3.webp,yes
Tin Jar (Rose Gold or Golden),"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,50,2500,"Tin Jar (Rose Gold or Golden), a vacuum tin jar holding 200–250 g, at ₹50 per piece.",in_stock,/img/products/2500.webp,yes
Pink Rose Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2501,"Pink Rose Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2501.webp,yes
Rabbit Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2502,"Rabbit Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2502.webp,yes
Lilly Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2503,"Lilly Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2503.webp,yes
Peacock Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2504,"Peacock Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2504.webp,yes
Flower Print Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2505,"Flower Print Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2505.webp,yes
Blue Lotus Tin Jar,"Gift Boxes, Trays, Bags & Baskets",Vacuum tin · holds 200–250 g,45,2506,"Blue Lotus Tin Jar, a vacuum tin jar holding 200–250 g, at ₹45 per piece.",in_stock,/img/products/2506.webp,yes
Floral Mirror Wall,Mirror Décor,"4 × 8 ft ₹13,500","13,500",3803,"Floral Mirror Wall, 4 × 8 ft, at ₹13,500 per piece.",in_stock,/img/products/3803.webp,yes
Big Mirror Table,Mirror Décor,"2 × 4 × 2.5 ft ₹9,000","9,000",3804,"Big Mirror Table, 2 × 4 × 2.5 ft, at ₹9,000 per piece.",in_stock,/img/products/3804.webp,yes
Small Mirror Table,Mirror Décor,"2 × 3 × 2.5 ft ₹7,700","7,700",3805,"Small Mirror Table, 2 × 3 × 2.5 ft, at ₹7,700 per piece.",in_stock,/img/products/3805.webp,yes
Mirror Pillar,Mirror Décor,"Set of 3 · 6, 5 and 4 ft · per set","12,000",3807,"Mirror Pillar, at ₹12,000 per piece.",in_stock,/img/products/3807.webp,yes
Hiran (Deer),Mirror Décor,"7 ft ₹19,500","19,500",3808,"Hiran (Deer), 7 ft, at ₹19,500 per piece.",in_stock,/img/products/3808.webp,yes
Elephant,Mirror Décor,"5 ft ₹26,000","26,000",3809,"Elephant, 5 ft, at ₹26,000 per piece.",in_stock,/img/products/3809.webp,yes
2 Jar Velvet Chid,"Gift Boxes, Trays, Bags & Baskets",4 × 8 in ₹130,130,1201,"2 Jar Velvet Chid, 4 × 8 in, at ₹130 per piece.",in_stock,/img/products/1201.webp,yes
Premium 2 Jar,"Gift Boxes, Trays, Bags & Baskets",5 × 9 in ₹170,170,1202,"Premium 2 Jar, 5 × 9 in, at ₹170 per piece.",in_stock,/img/products/1202.webp,yes
2 & 3 Heritage,"Gift Boxes, Trays, Bags & Baskets",4 × 8 × 3 in ₹180 · 4 × 11 × 3 in ₹220,180,1203,"2 & 3 Heritage in 2 sizes, sold per piece: 4 × 8 × 3 in ₹180, 4 × 11 × 3 in ₹220.",in_stock,/img/products/1203.webp|/img/products/1203-2.webp,yes
2 Jar Digital Basket,"Gift Boxes, Trays, Bags & Baskets",4 × 8 × 4 in ₹160,160,1204,"2 Jar Digital Basket, 4 × 8 × 4 in, at ₹160 per piece.",in_stock,/img/products/1204.webp,yes
3 Jar Digital Basket,"Gift Boxes, Trays, Bags & Baskets",4 × 11 × 4 in ₹205,205,1205,"3 Jar Digital Basket, 4 × 11 × 4 in, at ₹205 per piece.",in_stock,/img/products/1205.webp|/img/products/1205-2.webp,yes
4 Jar Digital Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 × 4 in ₹220,220,1206,"4 Jar Digital Basket, 8 × 8 × 4 in, at ₹220 per piece.",in_stock,/img/products/1206.webp,yes
Digital Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹170 · 12 × 12 in ₹225,170,1207,"Digital Basket in 2 sizes, sold per piece: 8 × 8 in ₹170, 12 × 12 in ₹225.",in_stock,/img/products/1207.webp,yes
Ribbon Digital Golden Set,"Gift Boxes, Trays, Bags & Baskets",7 × 11 in ₹215 · 9 × 13 in ₹240 · 11 × 15 in ₹270,215,1208,"Ribbon Digital Golden Set in 3 sizes, sold per piece: 7 × 11 in ₹215, 9 × 13 in ₹240, 11 × 15 in ₹270.",in_stock,/img/products/1208.webp,yes
Tray,"Gift Boxes, Trays, Bags & Baskets",8 × 12 in ₹225,225,1209,"Tray, 8 × 12 in, at ₹225 per piece.",in_stock,/img/products/1209.webp,yes
New Digital Basket,"Gift Boxes, Trays, Bags & Baskets",7 × 10 in ₹280,280,1210,"New Digital Basket, 7 × 10 in, at ₹280 per piece.",in_stock,/img/products/1210.webp,yes
Kappa Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹65 · 8 × 12 in ₹80,65,1211,"Kappa Basket in 2 sizes, sold per piece: 8 × 8 in ₹65, 8 × 12 in ₹80.",in_stock,/img/products/1211.webp|/img/products/1211-2.webp,yes
China Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹65 · 10 × 10 in ₹80 · 12 × 12 in ₹95,65,1212,"China Basket in 3 sizes, sold per piece: 8 × 8 in ₹65, 10 × 10 in ₹80, 12 × 12 in ₹95.",in_stock,/img/products/1212.webp,yes
Imperial Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹100 · 10 × 10 in ₹115 · 12 × 12 in ₹130,100,1213,"Imperial Basket in 3 sizes, sold per piece: 8 × 8 in ₹100, 10 × 10 in ₹115, 12 × 12 in ₹130.",in_stock,/img/products/1213.webp,yes
Wave Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹145 · 10 × 10 in ₹160 · 12 × 12 in ₹185,145,1214,"Wave Basket in 3 sizes, sold per piece: 8 × 8 in ₹145, 10 × 10 in ₹160, 12 × 12 in ₹185.",in_stock,/img/products/1214.webp|/img/products/1214-2.webp,yes
Cluster Oval Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹270 · 12 × 16 in ₹420,270,1215,"Cluster Oval Basket in 2 sizes, sold per piece: 10 × 14 in ₹270, 12 × 16 in ₹420.",in_stock,/img/products/1215.webp,yes
Cluster Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹180 · 10 × 10 in ₹200 · 12 × 12 in ₹220,180,1216,"Cluster Basket in 3 sizes, sold per piece: 8 × 8 in ₹180, 10 × 10 in ₹200, 12 × 12 in ₹220.",in_stock,/img/products/1216.webp,yes
Oval Leather Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹280 · 12 × 16 in ₹330,280,1217,"Oval Leather Basket in 2 sizes, sold per piece: 10 × 14 in ₹280, 12 × 16 in ₹330.",in_stock,/img/products/1217.webp|/img/products/1217-2.webp|/img/products/1217-3.webp,yes
Elite Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹200 · 10 × 10 in ₹230 · 12 × 12 in ₹260,200,1218,"Elite Basket in 3 sizes, sold per piece: 8 × 8 in ₹200, 10 × 10 in ₹230, 12 × 12 in ₹260.",in_stock,/img/products/1218.webp,yes
Cobra Dori Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹225 · 10 × 10 in ₹255 · 12 × 12 in ₹285,225,1219,"Cobra Dori Basket in 3 sizes, sold per piece: 8 × 8 in ₹225, 10 × 10 in ₹255, 12 × 12 in ₹285.",in_stock,/img/products/1219.webp,yes
Ice Velvet Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 10 in ₹295 · 14 × 14 in ₹365,295,1220,"Ice Velvet Basket in 2 sizes, sold per piece: 10 × 10 in ₹295, 14 × 14 in ₹365.",in_stock,/img/products/1220.webp,yes
Chid Handle Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹230 · 10 × 10 in ₹255 · 12 × 12 in ₹280,230,1221,"Chid Handle Basket in 3 sizes, sold per piece: 8 × 8 in ₹230, 10 × 10 in ₹255, 12 × 12 in ₹280.",in_stock,/img/products/1221.webp,yes
Bizzare Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹215 · 10 × 10 in ₹240 · 12 × 12 in ₹265,215,1222,"Bizzare Basket in 3 sizes, sold per piece: 8 × 8 in ₹215, 10 × 10 in ₹240, 12 × 12 in ₹265.",in_stock,/img/products/1222.webp,yes
Premium SA Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8 in ₹250 · 10 × 10 in ₹270 · 12 × 12 in ₹290,250,1223,"Premium SA Basket in 3 sizes, sold per piece: 8 × 8 in ₹250, 10 × 10 in ₹270, 12 × 12 in ₹290.",in_stock,/img/products/1223.webp,yes
Premium Handle Basket,"Gift Boxes, Trays, Bags & Baskets",10 × 10 in ₹390 · 12 × 12 in ₹470,390,1224,"Premium Handle Basket in 2 sizes, sold per piece: 10 × 10 in ₹390, 12 × 12 in ₹470.",in_stock,/img/products/1224.webp,yes
Net Tray Ped,"Gift Boxes, Trays, Bags & Baskets",12 × 12 in ₹170 · 14 × 14 in ₹185 · 12 × 16 in ₹195,170,1225,"Net Tray Ped in 3 sizes, sold per piece: 12 × 12 in ₹170, 14 × 14 in ₹185, 12 × 16 in ₹195.",in_stock,/img/products/1225.webp|/img/products/1225-2.webp|/img/products/1225-3.webp,yes
Tapper Tray,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹140 · 16 × 21 in ₹175 · 18 × 24 in ₹210,140,1226,"Tapper Tray in 3 sizes, sold per piece: 14 × 18 in ₹140, 16 × 21 in ₹175, 18 × 24 in ₹210.",in_stock,/img/products/1226.webp,yes
Printed Tray,"Gift Boxes, Trays, Bags & Baskets",8 × 12 in ₹120 · 10 × 15 in ₹140 · 12 × 18 in ₹160,120,1227,"Printed Tray in 3 sizes, sold per piece: 8 × 12 in ₹120, 10 × 15 in ₹140, 12 × 18 in ₹160.",in_stock,/img/products/1227.webp,yes
Digital Tray Set,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹210 · 16 × 21 in ₹230 · 18 × 24 in ₹250,210,1228,"Digital Tray Set in 3 sizes, sold per piece: 14 × 18 in ₹210, 16 × 21 in ₹230, 18 × 24 in ₹250.",in_stock,/img/products/1228.webp|/img/products/1228-2.webp|/img/products/1228-3.webp,yes
Swead Tray Set,"Gift Boxes, Trays, Bags & Baskets",10 × 14 in ₹230 · 12 × 16 in ₹255 · 14 × 18 in ₹285,230,1229,"Swead Tray Set in 3 sizes, sold per piece: 10 × 14 in ₹230, 12 × 16 in ₹255, 14 × 18 in ₹285.",in_stock,/img/products/1229.webp|/img/products/1229-2.webp|/img/products/1229-3.webp,yes
Cork Handle Tray,"Gift Boxes, Trays, Bags & Baskets",14 × 18 in ₹310,310,1230,"Cork Handle Tray, 14 × 18 in, at ₹310 per piece.",in_stock,/img/products/1230.webp,yes
2 Jar Blue Mor Tin Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,535,1167,"2 Jar Blue Mor Tin Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹535 per piece.",in_stock,/img/products/1167.webp|/img/products/1167-2.webp,yes
Vintage Hamper,"Gift Boxes, Trays, Bags & Baskets",Kappa board · jars of 200–250 g · per piece,560,1168,"Vintage Hamper, made in kappa board and jars hold 200–250 g, at ₹560 per piece.",in_stock,/img/products/1168.webp,yes
2 Jar Maroon Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,590,1169,"2 Jar Maroon Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹590 per piece.",in_stock,/img/products/1169.webp|/img/products/1169-2.webp,yes
2 Jar Steller Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,750,1170,"2 Jar Steller Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹750 per piece.",in_stock,/img/products/1170.webp,yes
4 Jar Blue Mor Tin Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,635,1171,"4 Jar Blue Mor Tin Hamper With Cavity, made in MDF and with 4 jars of 200–250 g, at ₹635 per piece.",in_stock,/img/products/1171.webp|/img/products/1171-2.webp,yes
4 Jar Maroon Scidix Hamper,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,660,1172,"4 Jar Maroon Scidix Hamper, made in MDF and with 4 jars of 200–250 g, at ₹660 per piece.",in_stock,/img/products/1172.webp|/img/products/1172-2.webp,yes
3+2 Jar Brown Leather Briefcase (MDF + Leather),"Gift Boxes, Trays, Bags & Baskets",MDF + leather · 5 jars of 200–250 g · per piece,750,1173,"3+2 Jar Brown Leather Briefcase (MDF + Leather), made in MDF And Leather and with 5 jars of 200–250 g, at ₹750 per piece.",in_stock,/img/products/1173.webp|/img/products/1173-2.webp,yes
3 Jar Pink Mor Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,760,1174,"3 Jar Pink Mor Hamper With Cavity, made in MDF and with 3 jars of 200–250 g, at ₹760 per piece.",in_stock,/img/products/1174.webp|/img/products/1174-2.webp,yes
6 Jar Pink Ambani With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 6 jars of 200–250 g · per piece,970,1175,"6 Jar Pink Ambani With Cavity, made in MDF and with 6 jars of 200–250 g, at ₹970 per piece.",in_stock,/img/products/1175.webp|/img/products/1175-2.webp,yes
3+2 Jar Brown Leather Briefcase (MDF),"Gift Boxes, Trays, Bags & Baskets",MDF · 5 jars of 200–250 g · per piece,970,1176,"3+2 Jar Brown Leather Briefcase (MDF), made in MDF and with 5 jars of 200–250 g, at ₹970 per piece.",in_stock,/img/products/1176.webp|/img/products/1176-2.webp,yes
Rexine Attachi,"Gift Boxes, Trays, Bags & Baskets",MDF · jars of 200–250 g · per piece,"1,160",1177,"Rexine Attachi, made in MDF and jars hold 200–250 g, at ₹1,160 per piece.",in_stock,/img/products/1177.webp|/img/products/1177-2.webp,yes
2 Jar Elite Hamper With Cavity,"Gift Boxes, Trays, Bags & Baskets",MDF · 2 jars of 200–250 g · per piece,"1,255",1178,"2 Jar Elite Hamper With Cavity, made in MDF and with 2 jars of 200–250 g, at ₹1,255 per piece.",in_stock,/img/products/1178.webp|/img/products/1178-2.webp,yes
Turquoise Flower,"Gift Boxes, Trays, Bags & Baskets",MDF · jars of 200–250 g · per piece,455,1179,"Turquoise Flower, made in MDF and jars hold 200–250 g, at ₹455 per piece.",in_stock,/img/products/1179.webp|/img/products/1179-2.webp,yes
4 Khana Torrent N Vintage,"Gift Boxes, Trays, Bags & Baskets",Kappa board · jars of 200–250 g · per piece,90,1180,"4 Khana Torrent N Vintage, made in kappa board and jars hold 200–250 g, at ₹90 per piece.",in_stock,/img/products/1180.webp|/img/products/1180-2.webp,yes
4 Jar Pink Marble,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,350,1134,"4 Jar Pink Marble, made in MDF and with 4 jars of 200–250 g, at ₹350 per piece.",in_stock,/img/products/1134.webp|/img/products/1134-2.webp,yes
4 Jar Green Flower,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,350,1135,"4 Jar Green Flower, made in MDF and with 4 jars of 200–250 g, at ₹350 per piece.",in_stock,/img/products/1135.webp|/img/products/1135-2.webp,yes
