name,category,spec,price,code,description,availability,image,published
Bright Lycra Plain Multi Wall Any Colour Of Your Choice,"Backdrops, Wall Panels & Cloths",10 × 20 ft ₹999 · 10 × 15 ft ₹799 · per piece,799,3902,"Bright Lycra Plain Multi Wall Any Colour Of Your Choice in 2 sizes, sold per piece: 10 × 20 ft ₹999, 10 × 15 ft ₹799.",in_stock,/img/products/3902.webp|/img/products/3902-2.webp,yes
Bright Lycra Net Daman Work Pink,"Backdrops, Wall Panels & Cloths","10 × 20 ft ₹1,599 · 10 × 15 ft ₹1,249 · per piece","1,249",3907,"Bright Lycra Net Daman Work Pink in 2 sizes, sold per piece: 10 × 20 ft ₹1,599, 10 × 15 ft ₹1,249.",in_stock,/img/products/3907.webp|/img/products/3907-2.webp,yes
Running Wall (10 × 20 ft Panel),"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"1,600",3908,"Running Wall (10 × 20 ft Panel), 10 × 20 ft, at ₹1,600 per piece.",in_stock,/img/products/3908.webp|/img/products/3908-2.webp|/img/products/3908-3.webp,yes
Galaxy Rainbow Butta Wall,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"1,699",3910,"Galaxy Rainbow Butta Wall, 10 × 20 ft, at ₹1,699 per piece.",in_stock,/img/products/3910.webp,yes
Galaxy Butta Wall Pista,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"1,700",3921,"Galaxy Butta Wall Pista, 10 × 20 ft, at ₹1,700 per piece.",in_stock,/img/products/3921.webp,yes
Galaxy Butta Kani Wall,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"1,750",3921B,"Galaxy Butta Kani Wall, 10 × 20 ft, at ₹1,750 per piece.",in_stock,/img/products/3921B.webp,yes
Bright Lycra Red Velvet Work Wall (mandir),"Backdrops, Wall Panels & Cloths","10 × 20 ft ₹2,049 · 10 × 15 ft ₹1,599 · per piece","1,599",3912,"Bright Lycra Red Velvet Work Wall (mandir) in 2 sizes, sold per piece: 10 × 20 ft ₹2,049, 10 × 15 ft ₹1,599.",in_stock,/img/products/3912.webp,yes
Bright Lycra Redvelvet Work Wall,"Backdrops, Wall Panels & Cloths","10 × 20 ft ₹2,099 · 10 × 15 ft ₹1,649 · per piece","1,649",3913,"Bright Lycra Redvelvet Work Wall in 2 sizes, sold per piece: 10 × 20 ft ₹2,099, 10 × 15 ft ₹1,649.",in_stock,/img/products/3913.webp|/img/products/3913-2.webp,yes
Bright Lycra Rama Work Wall,"Backdrops, Wall Panels & Cloths","10 × 20 ft ₹1,800 · 10 × 20 ft ₹2,100 · per piece","1,800",3918,"Bright Lycra Rama Work Wall in 2 sizes, sold per piece: 10 × 20 ft ₹1,800, 10 × 20 ft ₹2,100.",in_stock,/img/products/3918.webp,yes
Rama Dama Lycra Foam Work Wall,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"1,800",3918B,"Rama Dama Lycra Foam Work Wall, 10 × 20 ft, at ₹1,800 per piece.",in_stock,/img/products/3918B.webp,yes
Galaxy Butta Pink Pan Patta,"Backdrops, Wall Panels & Cloths","10 × 20 ft ₹1,850 · 10 × 15 ft ₹1,550 · per piece","1,550",3920,"Galaxy Butta Pink Pan Patta in 2 sizes, sold per piece: 10 × 20 ft ₹1,850, 10 × 15 ft ₹1,550.",in_stock,/img/products/3920.webp,yes
Galaxy Butta Wall Pitch,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"1,500",3921C,"Galaxy Butta Wall Pitch, 10 × 20 ft, at ₹1,500 per piece.",in_stock,/img/products/3921C.webp,yes
Lycra Barfi Wall,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"1,700",3921D,"Lycra Barfi Wall, 10 × 20 ft, at ₹1,700 per piece.",in_stock,/img/products/3921D.webp,yes
Velvet Golden Work,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"2,250",3921E,"Velvet Golden Work, 10 × 20 ft, at ₹2,250 per piece.",in_stock,/img/products/3921E.webp,yes
Net Daman Work Pitch,"Backdrops, Wall Panels & Cloths","10 × 20 ft ₹1,600 · 10 × 15 ft ₹1,250 · per piece","1,250",3921F,"Net Daman Work Pitch in 2 sizes, sold per piece: 10 × 20 ft ₹1,600, 10 × 15 ft ₹1,250.",in_stock,/img/products/3921F.webp,yes
Galaxy Butta Mango Shaded Wall,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"2,100",3921G,"Galaxy Butta Mango Shaded Wall, 10 × 20 ft, at ₹2,100 per piece.",in_stock,/img/products/3921G.webp|/img/products/3921G-2.webp,yes
Velvet Bottle Green Lycra,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"2,200",3921H,"Velvet Bottle Green Lycra, 10 × 20 ft, at ₹2,200 per piece.",in_stock,/img/products/3921H.webp,yes
Galexy Heavy Laheriya,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"2,200",3921I,"Galexy Heavy Laheriya, 10 × 20 ft, at ₹2,200 per piece.",in_stock,/img/products/3921I.webp,yes
Galexy Daman Pink,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"2,200",3922,"Galexy Daman Pink, 10 × 20 ft, at ₹2,200 per piece.",in_stock,/img/products/3922.webp,yes
Diamond Work Wall,"Backdrops, Wall Panels & Cloths",10 × 20 ft · per piece,"2,500",3923,"Diamond Work Wall, 10 × 20 ft, at ₹2,500 per piece.",in_stock,/img/products/3923.webp,yes
White Ceiling,"Backdrops, Wall Panels & Cloths",15 × 15 ft · per piece,"1,400",3924,"White Ceiling, 15 × 15 ft, at ₹1,400 per piece.",in_stock,/img/products/3924.webp|/img/products/3924-2.webp|/img/products/3924-3.webp,yes
Velvet Bottle Green Ceiling,"Backdrops, Wall Panels & Cloths",15 × 15 ft · per piece,"2,250",3925,"Velvet Bottle Green Ceiling, 15 × 15 ft, at ₹2,250 per piece.",in_stock,/img/products/3925.webp,yes
Lux Rose Pink Ceiling,"Backdrops, Wall Panels & Cloths",15 × 15 ft · per piece,"2,500",3926,"Lux Rose Pink Ceiling, 15 × 15 ft, at ₹2,500 per piece.",in_stock,/img/products/3926.webp,yes
Ceiling Box,"Backdrops, Wall Panels & Cloths",15 × 20 ft · per piece,"2,500",3927,"Ceiling Box, 15 × 20 ft, at ₹2,500 per piece.",in_stock,/img/products/3927.webp,yes
Diamond Work Ceiling,"Backdrops, Wall Panels & Cloths",15 × 15 ft · per piece,"2,700",3928,"Diamond Work Ceiling, 15 × 15 ft, at ₹2,700 per piece.",in_stock,/img/products/3928.webp,yes
Thikiri Star Ceiling,"Backdrops, Wall Panels & Cloths",Per piece,"2,850",3929,"Thikiri Star Ceiling, at ₹2,850 per piece.",in_stock,/img/products/3929.webp,yes
Blue Box Ceiling,"Backdrops, Wall Panels & Cloths",15 × 20 ft · per piece,"2,850",3930,"Blue Box Ceiling, 15 × 20 ft, at ₹2,850 per piece.",in_stock,/img/products/3930.webp,yes
Lycra Rama Dama Work Ceiling,"Backdrops, Wall Panels & Cloths",15 × 15 ft · per piece,"2,900",3931,"Lycra Rama Dama Work Ceiling, 15 × 15 ft, at ₹2,900 per piece.",in_stock,/img/products/3931.webp,yes
Round Table Cover (Design 1),"Backdrops, Wall Panels & Cloths",Per piece,550,3932,"Round Table Cover (Design 1), at ₹550 per piece.",in_stock,/img/products/3932.webp,yes
Round Table Cover (Design 2),"Backdrops, Wall Panels & Cloths",Per piece,550,3933,"Round Table Cover (Design 2), at ₹550 per piece.",in_stock,/img/products/3933.webp,yes
Round Table Cover (Design 3),"Backdrops, Wall Panels & Cloths",Per piece,550,3934,"Round Table Cover (Design 3), at ₹550 per piece.",in_stock,/img/products/3934.webp,yes
Round Table Cover (Design 4),"Backdrops, Wall Panels & Cloths",Per piece,550,3935,"Round Table Cover (Design 4), at ₹550 per piece.",in_stock,/img/products/3935.webp,yes
Round Table Cover (Design 5),"Backdrops, Wall Panels & Cloths",Per piece,550,3936,"Round Table Cover (Design 5), at ₹550 per piece.",in_stock,/img/products/3936.webp,yes
Chair Cover (Available In All Color),"Backdrops, Wall Panels & Cloths",Per piece,65,3937,"Chair Cover (Available In All Color), at ₹65 per piece.",in_stock,/img/products/3937.webp|/img/products/3937-2.webp,yes
Counter Table Cover,"Backdrops, Wall Panels & Cloths",Per piece,200,3938,"Counter Table Cover, at ₹200 per piece.",in_stock,/img/products/3938.webp|/img/products/3938-2.webp,yes
150 L Water Tank,Cooler & Fan,Per piece,"18,500",,"150 L Water Tank, at ₹18,500 per piece.",in_stock,/img/products/tank-17.webp|/img/products/tank-17-2.webp|/img/products/tank-17-3.webp,yes
280 L Water Tank,Cooler & Fan,Per piece,"21,000",,"280 L Water Tank, at ₹21,000 per piece.",in_stock,/img/products/tank-18.webp|/img/products/tank-18-2.webp|/img/products/tank-18-3.webp,yes
115 L Water Tank,Cooler & Fan,Per piece,"9,999",,"115 L Water Tank, at ₹9,999 per piece.",in_stock,/img/products/tank-19.webp|/img/products/tank-19-2.webp|/img/products/tank-19-3.webp,yes
Mist Fan,Cooler & Fan,Per piece,"13,500",,"Mist Fan, at ₹13,500 per piece.",in_stock,/img/products/tank-20.webp,yes
Wrapping Sheet,Packing & Bouquet Accessories,Packet of 20,200,1801,"Wrapping Sheet, sold in packets of 20 at ₹200 a packet.",in_stock,/img/products/1801.webp|/img/products/1801-2.webp,yes
Colour Cellophane,Packing & Bouquet Accessories,Packet of 100,270,1802,"Colour Cellophane, sold in packets of 100 at ₹270 a packet.",in_stock,/img/products/1802.webp|/img/products/1802-2.webp,yes
Cellophane Net (40),Packing & Bouquet Accessories,Packet of 100,400,1803,"Cellophane Net (40), sold in packets of 100 at ₹400 a packet.",in_stock,/img/products/1803.webp,yes
Packing Paper,Packing & Bouquet Accessories,48 × 70cm · per piece,8,1804,"Packing Paper, 48 × 70cm, at ₹8 per piece.",in_stock,/img/products/1804.webp|/img/products/1804-2.webp,yes
Art Paper,Packing & Bouquet Accessories,48 × 70cm · per piece,8,1805,"Art Paper, 48 × 70cm, at ₹8 per piece.",in_stock,/img/products/1805.webp,yes
Crepe paPer,Packing & Bouquet Accessories,50cm*2.5 mtr · per piece,30,1806,"Crepe paPer, 50cm*2.5 mtr, at ₹30 per piece.",in_stock,/img/products/1806.webp|/img/products/1806-2.webp,yes
Tissue Paper,Packing & Bouquet Accessories,Packet of 100,475,1807,"Tissue Paper, sold in packets of 100 at ₹475 a packet.",in_stock,/img/products/1807.webp|/img/products/1807-2.webp,yes
Glitter Sheet,Packing & Bouquet Accessories,63 × 90 cm · per piece,90,1808,"Glitter Sheet, 63 × 90 cm, at ₹90 per piece.",in_stock,/img/products/1808.webp,yes
Cellophane Cone Pvc,Packing & Bouquet Accessories,Packet of 100,500,1809,"Cellophane Cone Pvc, sold in packets of 100 at ₹500 a packet.",in_stock,/img/products/1809.webp,yes
Small Cellophane,Packing & Bouquet Accessories,25cm*18cm Plain · per piece,150,1810,"Small Cellophane, 25cm*18cm Plain, at ₹150 per piece.",in_stock,/img/products/1810.webp|/img/products/1810-2.webp,yes
Saloni Cellophane,Packing & Bouquet Accessories,75cm*25 mtr · per piece,95,1811,"Saloni Cellophane, 75cm*25 mtr, at ₹95 per piece.",in_stock,/img/products/1811.webp,yes
"Ribbon Bow (46 × 3 cm, Design 1)",Packing & Bouquet Accessories,46*3 cm (10 pcs) · per piece,20,1601,"Ribbon Bow (46 × 3 cm, Design 1), 46*3 cm (10 pcs), at ₹20 per piece.",in_stock,/img/products/1601.webp|/img/products/1601-2.webp|/img/products/1601-3.webp,yes
"Ribbon Bow (46 × 3 cm, Design 2)",Packing & Bouquet Accessories,46*3 cm(10 pcs) · per piece,20,1602,"Ribbon Bow (46 × 3 cm, Design 2), 46*3 cm(10 pcs), at ₹20 per piece.",in_stock,/img/products/1602.webp|/img/products/1602-2.webp|/img/products/1602-3.webp,yes
"Ribbon Bow (46 × 4 cm, Design 1)",Packing & Bouquet Accessories,46*4 cm (10 pcs) · per piece,55,1603,"Ribbon Bow (46 × 4 cm, Design 1), 46*4 cm (10 pcs), at ₹55 per piece.",in_stock,/img/products/1603.webp,yes
"Ribbon Bow (46 × 4 cm, Design 2)",Packing & Bouquet Accessories,46*4 cm (10 pcs) · per piece,60,1604,"Ribbon Bow (46 × 4 cm, Design 2), 46*4 cm (10 pcs), at ₹60 per piece.",in_stock,/img/products/1604.webp,yes
Ribbon Bow (75 × 5 cm),Packing & Bouquet Accessories,75*5 cm (10 pcs) · per piece,80,1605,"Ribbon Bow (75 × 5 cm), 75*5 cm (10 pcs), at ₹80 per piece.",in_stock,/img/products/1605.webp,yes
Ribbon Bow (77 × 5 cm),Packing & Bouquet Accessories,77*5 cm (10 pcs) · per piece,90,1606,"Ribbon Bow (77 × 5 cm), 77*5 cm (10 pcs), at ₹90 per piece.",in_stock,/img/products/1606.webp|/img/products/1606-2.webp|/img/products/1606-3.webp,yes
Curling Ribbon,Packing & Bouquet Accessories,1 inch*27mtr 5 Roll · per piece,70,1607,"Curling Ribbon, 1 inch*27mtr 5 Roll, at ₹70 per piece.",in_stock,/img/products/1607.webp|/img/products/1607-2.webp|/img/products/1607-3.webp,yes
Glitter Ribbon,Packing & Bouquet Accessories,1/2 inch * 13 mtr · per piece,35,1608,"Glitter Ribbon, 1/2 inch * 13 mtr, at ₹35 per piece.",in_stock,/img/products/1608.webp|/img/products/1608-2.webp|/img/products/1608-3.webp|/img/products/1608-4.webp,yes
Fancy Ribbon (1 in),Packing & Bouquet Accessories,1 inch *5.5 mtr · per piece,45,1609,"Fancy Ribbon (1 in), 1 inch *5.5 mtr, at ₹45 per piece.",in_stock,/img/products/1609.webp,yes
Fancy Ribbon (1.7 in),Packing & Bouquet Accessories,1.7 inch * 5.5 mtr · per piece,90,1610,"Fancy Ribbon (1.7 in), 1.7 inch * 5.5 mtr, at ₹90 per piece.",in_stock,/img/products/1610.webp,yes
Glitter Lace Ribbon,Packing & Bouquet Accessories,19 mtr · per piece,150,1611,"Glitter Lace Ribbon, 19 mtr, at ₹150 per piece.",in_stock,/img/products/1611.webp,yes
Wire Ribbon,Packing & Bouquet Accessories,100 mtr · per piece,100,1612,"Wire Ribbon, 100 mtr, at ₹100 per piece.",in_stock,/img/products/1612.webp|/img/products/1612-2.webp|/img/products/1612-3.webp|/img/products/1612-4.webp,yes
Tissue Rassi,Packing & Bouquet Accessories,Per piece,120,1613,"Tissue Rassi, at ₹120 per piece.",in_stock,/img/products/1613.webp,yes
Tape Ribbon,Packing & Bouquet Accessories,1/2 inch · per piece,25,1614,"Tape Ribbon, 1/2 inch, at ₹25 per piece.",in_stock,/img/products/1614.webp|/img/products/1614-2.webp,yes
Dotted Ribbon (1/2 in),Packing & Bouquet Accessories,1/2 inch * 14mtr · per piece,20,1615,"Dotted Ribbon (1/2 in), 1/2 inch * 14mtr, at ₹20 per piece.",in_stock,/img/products/1615.webp,yes
Dotted Ribbon (3/4 in),Packing & Bouquet Accessories,3/4 inch * 14mtr · per piece,50,1616,"Dotted Ribbon (3/4 in), 3/4 inch * 14mtr, at ₹50 per piece.",in_stock,/img/products/1616.webp,yes
Jute Work Lace,Packing & Bouquet Accessories,2 inch * 4.5mtr · per piece,110,1617,"Jute Work Lace, 2 inch * 4.5mtr, at ₹110 per piece.",in_stock,/img/products/1617.webp|/img/products/1617-2.webp|/img/products/1617-3.webp,yes
Shinning Net,Packing & Bouquet Accessories,100Cm*18Mtr · per piece,300,1701,"Shinning Net, 100Cm*18Mtr, at ₹300 per piece.",in_stock,/img/products/1701.webp,yes
Mosquito Hard Net,Packing & Bouquet Accessories,74cm*35mtr · per piece,420,1702,"Mosquito Hard Net, 74cm*35mtr, at ₹420 per piece.",in_stock,/img/products/1702.webp|/img/products/1702-2.webp,yes
