name,category,spec,price,code,description,availability,image,published
3 Jar Turbo,"Gift Boxes, Trays, Bags & Baskets",MDF · 3 jars of 200–250 g · per piece,580,1133,"3 Jar Turbo (MDF · 3 jars of 200–250 g), at ₹580 per piece.",in_stock,/img/products/1133.webp,yes
Square Pine,"Gift Boxes, Trays, Bags & Baskets",8 × 8inch ₹70 · 10 × 10inch ₹80 · 12 × 12inch ₹90 · 14 × 14inch ₹110 · 16 × 16inch ₹130,70,2201,"Square Pine in 5 sizes, sold per piece: 8 × 8inch ₹70, 10 × 10inch ₹80, 12 × 12inch ₹90, 14 × 14inch ₹110, 16 × 16inch ₹130.",in_stock,/img/products/2201.webp,yes
Rectangle Pine,"Gift Boxes, Trays, Bags & Baskets",8 × 12inch ₹80 · 10 × 15inch ₹95 · 12 × 18inch ₹110 · 15 × 20inch ₹135 · 16 × 24inch ₹160,80,2202,"Rectangle Pine in 5 sizes, sold per piece: 8 × 12inch ₹80, 10 × 15inch ₹95, 12 × 18inch ₹110, 15 × 20inch ₹135, 16 × 24inch ₹160.",in_stock,/img/products/2202.webp|/img/products/2202-2.webp|/img/products/2202-3.webp,yes
Laser Handle Basket,"Gift Boxes, Trays, Bags & Baskets",8 × 8inch ₹130 · 10 × 10inch ₹145 · 12 × 12inch ₹160,130,2203,"Laser Handle Basket in 3 sizes, sold per piece: 8 × 8inch ₹130, 10 × 10inch ₹145, 12 × 12inch ₹160.",in_stock,/img/products/2203.webp,yes
2 Jar Pine,"Gift Boxes, Trays, Bags & Baskets",15 × 20 × 18cm ₹95,95,2204,"2 Jar Pine, 15 × 20 × 18cm, at ₹95 per piece.",in_stock,/img/products/2204.webp,yes
Square Platter,"Gift Boxes, Trays, Bags & Baskets",12 × 12inch ₹90,90,2205,"Square Platter, 12 × 12inch, at ₹90 per piece.",in_stock,/img/products/2205.webp,yes
Rectangle Platter,"Gift Boxes, Trays, Bags & Baskets",10 × 15inch ₹100,100,2206,"Rectangle Platter, 10 × 15inch, at ₹100 per piece.",in_stock,/img/products/2206.webp,yes
Round Platter,"Gift Boxes, Trays, Bags & Baskets",12 × 12inch ₹90,90,2207,"Round Platter, 12 × 12inch, at ₹90 per piece.",in_stock,/img/products/2207.webp,yes
Hexagon Half Liner,"Gift Boxes, Trays, Bags & Baskets",10 × 10inch ₹170,170,2208,"Hexagon Half Liner, 10 × 10inch, at ₹170 per piece.",in_stock,/img/products/2208.webp,yes
Hexagon Half Fiber,"Gift Boxes, Trays, Bags & Baskets",10 × 10inch ₹170,170,2209,"Hexagon Half Fiber, 10 × 10inch, at ₹170 per piece.",in_stock,/img/products/2209.webp,yes
MDF Tray,"Gift Boxes, Trays, Bags & Baskets",8 × 12inch ₹100 · 10 × 15inch ₹120 · 11 × 17inch ₹140,100,2210,"MDF Tray in 3 sizes, sold per piece: 8 × 12inch ₹100, 10 × 15inch ₹120, 11 × 17inch ₹140.",in_stock,/img/products/2210.webp,yes
LASer Box,"Gift Boxes, Trays, Bags & Baskets",8 × 12 × 3 in ₹190,190,2211,"LASer Box, 8 × 12 × 3 in, at ₹190 per piece.",in_stock,/img/products/2211.webp,yes
Slider Box,"Gift Boxes, Trays, Bags & Baskets",10 × 10 × 3 in ₹250,250,2212,"Slider Box, 10 × 10 × 3 in, at ₹250 per piece.",in_stock,/img/products/2212.webp,yes
Ice Cream,"Gift Boxes, Trays, Bags & Baskets",8 × 8inch ₹115 · 10 × 10inch ₹145 · 12 × 12inch ₹175,115,2213,"Ice Cream in 3 sizes, sold per piece: 8 × 8inch ₹115, 10 × 10inch ₹145, 12 × 12inch ₹175.",in_stock,/img/products/2213.webp,yes
Jt Basket,"Gift Boxes, Trays, Bags & Baskets",9inch ₹40 · 13inch ₹50 · 17inch ₹75,40,2214,"Jt Basket in 3 sizes, sold per piece: 9inch ₹40, 13inch ₹50, 17inch ₹75.",in_stock,/img/products/2214.webp|/img/products/2214-2.webp,yes
Kite,Rajasthani & Haldi-Mehndi-Mayra Décor,10 in ₹90 · 12 in ₹110,90,451,"Kite in 2 sizes, sold per piece: 10 in ₹90, 12 in ₹110.",in_stock,/img/products/451.webp|/img/products/451-2.webp|/img/products/451-3.webp,yes
New Kite,Rajasthani & Haldi-Mehndi-Mayra Décor,12 in ₹130,130,452,"New Kite, 12 in, at ₹130 per piece.",in_stock,/img/products/452.webp,yes
Velvet Kite,Rajasthani & Haldi-Mehndi-Mayra Décor,12 in ₹150,150,453,"Velvet Kite, 12 in, at ₹150 per piece.",in_stock,/img/products/453.webp,yes
Rajasthani Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹100,100,454,"Rajasthani Umbrella, 2 ft, at ₹100 per piece.",in_stock,/img/products/454.webp,yes
Net Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,1.35 ft ₹150,150,455,"Net Umbrella, 1.35 ft, at ₹150 per piece.",in_stock,/img/products/455.webp,yes
Transparent Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,2.5 ft ₹150,150,456,"Transparent Umbrella, 2.5 ft, at ₹150 per piece.",in_stock,/img/products/456.webp,yes
White Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,1.7 ft ₹175,175,457,"White Umbrella, 1.7 ft, at ₹175 per piece.",in_stock,/img/products/457.webp,yes
Velvet Umbrella,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹300,300,458,"Velvet Umbrella, 2 ft, at ₹300 per piece.",in_stock,/img/products/458.webp,yes
Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,13 cm ₹35 · 15 cm ₹45,35,459,"Chakri in 2 sizes, sold per piece: 13 cm ₹35, 15 cm ₹45.",in_stock,/img/products/459.webp|/img/products/459-2.webp,yes
Gendu Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,1 ft ₹50,50,460,"Gendu Chakri, 1 ft, at ₹50 per piece.",in_stock,/img/products/460.webp|/img/products/460-2.webp|/img/products/460-3.webp,yes
3 Churdi Tassal,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹110,110,461,"3 Churdi Tassal, 2 ft, at ₹110 per piece.",in_stock,/img/products/461.webp,yes
3 Joint Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,2.33 ft ₹110,110,462,"3 Joint Chakri, 2.33 ft, at ₹110 per piece.",in_stock,/img/products/462.webp,yes
4 Joint Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,1.4 ft ₹130,130,463,"4 Joint Chakri, 1.4 ft, at ₹130 per piece.",in_stock,/img/products/463.webp|/img/products/463-2.webp|/img/products/463-3.webp|/img/products/463-4.webp,yes
4 Churdi Tussal,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,400,464,"4 Churdi Tussal, at ₹400 per packet of 10.",in_stock,/img/products/464.webp,yes
"Ring with Bell (6"" and 3"")",Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹70,70,465,"Ring with Bell (6"" and 3""), 2 ft, at ₹70 per piece.",in_stock,/img/products/465.webp,yes
3 Bell Jhumar,Rajasthani & Haldi-Mehndi-Mayra Décor,3.4feet ₹160,160,466,"3 Bell Jhumar, 3.4feet, at ₹160 per piece.",in_stock,/img/products/466.webp,yes
Chakri Jhumar,Rajasthani & Haldi-Mehndi-Mayra Décor,2.4 ft ₹180,180,467,"Chakri Jhumar, 2.4 ft, at ₹180 per piece.",in_stock,/img/products/467.webp,yes
Bell Jhumar,Rajasthani & Haldi-Mehndi-Mayra Décor,2.8 ft ₹340,340,468,"Bell Jhumar, 2.8 ft, at ₹340 per piece.",in_stock,/img/products/468.webp,yes
Small Metal Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,120,469,"Small Metal Net Chakri, at ₹120 per piece.",in_stock,/img/products/469.webp|/img/products/469-2.webp|/img/products/469-3.webp,yes
Wool Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,130,470,"Wool Chakri, at ₹130 per piece.",in_stock,/img/products/470.webp,yes
Wood Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,3 ft ₹130,130,471,"Wood Net Chakri, 3 ft, at ₹130 per piece.",in_stock,/img/products/471.webp|/img/products/471-2.webp|/img/products/471-3.webp,yes
Double Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,2.5 ft ₹150,150,472,"Double Net Chakri, 2.5 ft, at ₹150 per piece.",in_stock,/img/products/472.webp|/img/products/472-2.webp|/img/products/472-3.webp|/img/products/472-4.webp,yes
Big Metal Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,150,473,"Big Metal Net Chakri, at ₹150 per piece.",in_stock,/img/products/473.webp|/img/products/473-2.webp|/img/products/473-3.webp,yes
Dream Catcher,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,150,474,"Dream Catcher, at ₹150 per piece.",in_stock,/img/products/474.webp|/img/products/474-2.webp|/img/products/474-3.webp|/img/products/474-4.webp|/img/products/474-5.webp,yes
Moti Net Chakri,Rajasthani & Haldi-Mehndi-Mayra Décor,Per piece,160,475,"Moti Net Chakri, at ₹160 per piece.",in_stock,/img/products/475.webp|/img/products/475-2.webp|/img/products/475-3.webp,yes
Darbar Pankh,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹180,180,476,"Darbar Pankh, 2 ft, at ₹180 per piece.",in_stock,/img/products/476.webp|/img/products/476-2.webp|/img/products/476-3.webp|/img/products/476-4.webp|/img/products/476-5.webp|/img/products/476-6.webp,yes
Puppets,Rajasthani & Haldi-Mehndi-Mayra Décor,1.65 ft ₹180,180,477,"Puppets, 1.65 ft, at ₹180 per piece.",in_stock,/img/products/477.webp,yes
Re-useable Cloth Ball,Rajasthani & Haldi-Mehndi-Mayra Décor,1 ft ₹95,95,478,"Re-useable Cloth Ball, 1 ft, at ₹95 per piece.",in_stock,/img/products/478.webp,yes
Foam Patta,Rajasthani & Haldi-Mehndi-Mayra Décor,6 × 9 ft ₹12 · 9 × 10 ft ₹15,12,479,"Foam Patta in 2 sizes, sold per piece: 6 × 9 ft ₹12, 9 × 10 ft ₹15.",in_stock,/img/products/479.webp|/img/products/479-2.webp,yes
