"name","category","spec","price","code","description","availability","image","published"
"Sparkular Cold Fountain","SFX & Special Effects","Pack of 1 pc Size 1.5*3feet with 1 pipe n 2 bracket","2342","IMP7016","","in_stock","","yes"
"CO2 Jet Handheld","SFX & Special Effects","50 Mtr 5 FUNCTION ROPE","2479","IMP7017","","in_stock","","yes"
"Haze Machine","SFX & Special Effects","Size 10"", 12"", 14"" - set of 3","","IMP7018","","in_stock","","yes"
"Confetti Cannon 24 inch","SFX & Special Effects","Per mtr, width 60 inch, 20 shades","2753","IMP7019","","in_stock","","yes"
"Jute Twine Roll","Packing & Bouquet Accessories","Box of 24 pcs, warm flicker","2890","IMP7020","","in_stock","","yes"
"Double Sided Tape","Packing & Bouquet Accessories","Bundle of 20 strings, 5 mtr each","3027","IMP7021","","limited","","yes"
"Floral Foam Brick","Packing & Bouquet Accessories","Per pc with 1 ltr solution + free nozzle","3164","IMP7022","","made_to_order","","yes"
"Kraft Ribbon Spool","Packing & Bouquet Accessories","Pack of 100 pcs, mixed colour, assorted size","3301","IMP7023","","in_stock","","yes"
"Butter Paper Sheet","Packing & Bouquet Accessories","Pack of 1 pc Size 1.5*3feet with 1 pipe n 2 bracket","3438","IMP7024","","in_stock","","yes"
"Wooden Gift Crate","Gift Boxes, Trays, Bags & Baskets","50 Mtr 5 FUNCTION ROPE","3575","IMP7025","","in_stock","","yes"
"Velvet Ring Box","Gift Boxes, Trays, Bags & Baskets","Size 10"", 12"", 14"" - set of 3","3712","IMP7026","","in_stock","","yes"
"Jute Hamper Basket","Gift Boxes, Trays, Bags & Baskets","Per mtr, width 60 inch, 20 shades","","IMP7027","","in_stock","","yes"
"Acrylic Dry Fruit Box","Gift Boxes, Trays, Bags & Baskets","Box of 24 pcs, warm flicker","3986","IMP7028","","limited","","yes"
"Printed Tin Jar","Gift Boxes, Trays, Bags & Baskets","Bundle of 20 strings, 5 mtr each","4123","IMP7029","","in_stock","","yes"
"Brass Puja Bell","Festive & Puja Items","Per pc with 1 ltr solution + free nozzle","4260","IMP7030","","in_stock","","yes"
"Cotton Wick Pack","Festive & Puja Items","Pack of 100 pcs, mixed colour, assorted size","197","IMP7031","","in_stock","","yes"
"Camphor Stand","Festive & Puja Items","Pack of 1 pc Size 1.5*3feet with 1 pipe n 2 bracket","334","IMP7032","","in_stock","","yes"
"Kalash Set","Festive & Puja Items","50 Mtr 5 FUNCTION ROPE","471","IMP7033","","made_to_order","","yes"
"Chowki Wooden Stool","Festive & Puja Items","Size 10"", 12"", 14"" - set of 3","608","IMP7034","","in_stock","","yes"
"Antique Wall Mirror","Mirror Décor","Per mtr, width 60 inch, 20 shades","745","IMP7035","","limited","","yes"
"Round Mirror Tray","Mirror Décor","Box of 24 pcs, warm flicker","","IMP7036","","in_stock","","yes"
"Mirror Strip Roll","Mirror Décor","Bundle of 20 strings, 5 mtr each","1019","IMP7037","","in_stock","","yes"
"Hexagon Mirror Tile","Mirror Décor","Per pc with 1 ltr solution + free nozzle","1156","IMP7038","","in_stock","","yes"
"Mirror Mosaic Sheet","Mirror Décor","Pack of 100 pcs, mixed colour, assorted size","1293","IMP7039","","in_stock","","yes"
"","Artificial Flowers & Greenery","Missing name row","300","IMP9001","","in_stock","","yes"
"Ghost Category Item","Chandeliers & Sconces","Category does not exist","500","IMP9002","","in_stock","","yes"
"Bad Price Item","Lights & Lighting Décor","Price is not a number","four hundred","IMP9003","","in_stock","","yes"
"Bad Availability Item","Pots & Vases","Availability value is wrong","250","IMP9004","","sometimes","","yes"
"Duplicate Code A","SFX & Special Effects","First use of the code","600","IMP9005","","in_stock","","yes"
"Duplicate Code B","SFX & Special Effects","Same code again in one file","700","IMP9005","","in_stock","","yes"
